Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1611037,31-Jan-20,Florida,Boynton Beach,200 block of NE 1st Ct,1,3
1610240,30-Jan-20,California,Merced,100 block of W 18th St,0,4
1606554,27-Jan-20,Connecticut,Bridgeport,172 Golden Hill St,0,4
1605948,26-Jan-20,Missouri,Cape Girardeau,631 S Sprigg St,0,5
1605798,26-Jan-20,New York,Newburgh,1571 NY-300,3,1
1605770,26-Jan-20,North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6
1605752,26-Jan-20,South Carolina,Hartsville,115 W Camden Ave,3,3
1606476,24-Jan-20,North Carolina,Vanceboro,107 Kinshaw Ct,5,0
1603241,22-Jan-20,Washington,Seattle,1530 3rd Ave,1,7
1600787,19-Jan-20,Missouri,Kansas City,4802 Noland Rd,2,15
1600221,19-Jan-20,Tennessee,Memphis,6761 Winchester Rd,1,4
1600522,19-Jan-20,Texas,San Antonio,1011 Avenue B,2,5
1600350,18-Jan-20,Texas,South Houston,700 block of Virginia St,2,2
1599331,17-Jan-20,Utah,Grantsville,93 Eastmoor Dr,4,1
1598447,16-Jan-20,Illinois,Chicago,234 N Pulaski Rd,0,5
1594173,11-Jan-20,Colorado,Aurora,17158 E Adriatic Place,0,5
1592655,8-Jan-20,Mississippi,Bay Saint Louis,10 Bay Park Way,2,2
1588919,5-Jan-20,Georgia,Atlanta,1008 Brady Ave NW,0,4
1588308,4-Jan-20,Florida,Ocala,800 block of NW 6th Ter,1,3
1586839,2-Jan-20,New York,Brooklyn,6120 3rd Ave,0,4
1585746,1-Jan-20,Ohio,Cleveland,1437 St Clair Ave NE,0,4
1585394,1-Jan-20,West Virginia,Huntington,1113 4th Ave,0,7
1585894,1-Jan-20,Missouri,Saint Louis,3000 block of S Jefferson Ave,3,2
