Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
2187077,10-Dec-21,Florida,Orlando,Jefferson St and Garden Ave,0,5
2186696,10-Dec-21,North Carolina,Charlotte,3100 block of Marney Ave,0,5
2186858,9-Dec-21,Maryland,Capitol Heights,6700 Walker Mill Rd,0,4
2186246,9-Dec-21,Wisconsin,Beloit,1900 block of Porter Ave,1,5
2183667,6-Dec-21,Pennsylvania,Philadelphia,1500 block of N 29th St,0,4
2182789,5-Dec-21,Michigan,Detroit,5200 block of Marlborough St,2,2
2183120,5-Dec-21,Texas,El Paso,2910 Tularosa Ave,1,3
2181840,3-Dec-21,Tennessee,Memphis,3885 Elvis Presley Blvd,2,2
2181096,2-Dec-21,North Carolina,Elizabeth City,Perry St and Jordan St,3,3
2178487,30-Nov-21,Michigan,Oxford,745 N Oxford Rd,4,7
2179099,30-Nov-21,Georgia,Rex,3600 block of Jervis Court,4,2
2177268,28-Nov-21,Pennsylvania,Philadelphia,1300 block of S 50th St,0,4
2176922,28-Nov-21,Maryland,Baltimore,1300 block of North Montford Ave,0,7
2177300,28-Nov-21,Illinois,Evanston,1950 Green Bay Rd,1,4
2177416,28-Nov-21,California,Lancaster,3500 block of Garnet Lane,5,0
2176653,28-Nov-21,Colorado,Aurora,1500 block of Dayton St,0,5
2176667,27-Nov-21,New Jersey,Newark,900 block of Bergen St,1,3
2176058,26-Nov-21,Tennessee,Nashville,2815 Torbett St,3,4
2175329,25-Nov-21,Texas,San Antonio,4000 block of Sunrise Creek Dr,3,1
2175615,25-Nov-21,South Carolina,Green Sea,Long Branch Swamp Rd,0,4
2173531,23-Nov-21,Florida,Lehigh Acres,Cervantes St,0,4
2174033,23-Nov-21,Texas,Marshall,700 block of Cross St,1,3
2174685,22-Nov-21,North Carolina,Warsaw,101 Matthews St,2,2
2172178,21-Nov-21,New Jersey,Passaic,Howe Ave and Lafayette Ave,0,5
2172657,21-Nov-21,Louisiana,Baton Rouge,4888 Plank Rd,1,4
2171568,20-Nov-21,California,Fresno,3665 N Pleasant Ave,2,2
2172018,20-Nov-21,Illinois,Berwyn,6802 W 26th St,0,4
2170438,18-Nov-21,Maryland,Cambridge,700 block of Greenwood Ave,1,3
2169719,17-Nov-21,Illinois,East Saint Louis,8300 block of State St,1,3
2170140,17-Nov-21,New York,Newburgh,William St and Carson Ave,0,4
2169494,17-Nov-21,New York,Bronx,815 Burke Ave,1,3
2168989,17-Nov-21,Illinois,Chicago,1240 W Randolph St,0,4
2167778,15-Nov-21,New York,New York (Manhattan),101 W 141st St,0,4
2167297,15-Nov-21,Colorado,Aurora,1200 Nome St,0,6
2166673,14-Nov-21,Pennsylvania,Philadelphia,2700 block of N Howard St,0,6
2166768,14-Nov-21,Missouri,Columbia,19 N 5th St,1,5
2166953,14-Nov-21,Oregon,Chiloquin,990 Bronco Lane,2,2
2166750,14-Nov-21,Arizona,Tucson,1655 W Ajo Way,4,1
2166817,14-Nov-21,Alabama,Troy,803 US-231 S,1,5
2166055,13-Nov-21,North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0,4
2167889,13-Nov-21,Louisiana,Houma,100 block of Emma St,0,4
2165600,12-Nov-21,Virginia,Richmond,3050 Nine Mile Rd,2,2
2165535,12-Nov-21,Alabama,Birmingham,1100 block of 33rd St SW,2,2
2163306,9-Nov-21,New York,Rochester,Clifton St and Jefferson Ave,0,4
2163772,9-Nov-21,Louisiana,Hahnville (Killona),160 Killona Dr,1,4
2163617,9-Nov-21,South Dakota,Scotland,710 2nd St,3,2
2162196,8-Nov-21,Texas,Victoria,10700 FM 236,3,1
2162269,8-Nov-21,Pennsylvania,Philadelphia,200 block of E Louden St,0,4
2161323,7-Nov-21,Wisconsin,Kenosha,625 57th St,1,3
2161116,6-Nov-21,California,Oakley,33 Malicoat Ave,2,2
2160608,6-Nov-21,Texas,Marshall,510 S Alamo Blvd,0,6
2161078,6-Nov-21,California,Highland,26998 3rd St,0,4
2160838,5-Nov-21,California,Oakland,8400 block of International Blvd,1,3
2158524,3-Nov-21,Iowa,Des Moines,11300 block of E 15th St,0,4
2158417,3-Nov-21,Virginia,Norfolk,821 Whitaker Ln,3,2
2157991,2-Nov-21,Alabama,Mobile,4120 Government Blvd,0,4
2156175,1-Nov-21,Florida,Orlando,N Orange Ave and Wall St,0,4
2157206,1-Nov-21,Texas,San Antonio,1900 block of W Laurel St,0,4
2155369,31-Oct-21,Kentucky,Louisville,6210 Shepherdsville Rd,2,2
2155517,31-Oct-21,Colorado,Littleton (Lakewood),6200 block of Alameda Ave,2,2
2155428,31-Oct-21,Illinois,Flossmoor,3800 block of Ballantrae Way,1,3
2155282,31-Oct-21,Texas,Houston,1909 Schilder Dr,1,3
2155329,31-Oct-21,Illinois,Joliet,1018 E Jackson St,3,11
2156001,31-Oct-21,Texas,Fort Worth,3700 block of Lebow St,1,3
2154851,30-Oct-21,California,Gilroy,400 block of Las Animas Ave,2,2
2154422,30-Oct-21,Illinois,Decatur,1100 block of N Union St,0,4
2154441,30-Oct-21,Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,0,4
2154873,30-Oct-21,California,Sacramento,5560 Palm Ave,2,5
2155172,30-Oct-21,Florida,Saint Petersburg,1079 62nd Ave S,1,4
2155001,30-Oct-21,Texas,Texarkana,2315 Texas Blvd,1,9
2154283,29-Oct-21,New York,Poughkeepsie,32 Cannon St,0,5
2155826,29-Oct-21,Michigan,Kalamazoo,3082 S 9th St,0,4
2153285,28-Oct-21,Nevada,Las Vegas,3900 block of E Cheyenne Ave,0,4
2153779,28-Oct-21,Tennessee,Nashville,210 N 9th St,1,3
2150274,25-Oct-21,Idaho,Boise,350 N Milwaukee St,3,3
2154085,24-Oct-21,California,Gonzales,Foletta Rd,2,2
2150037,24-Oct-21,Mississippi,Crenshaw,413 Jones St,2,3
2148921,23-Oct-21,South Carolina,Florence,811 S Irby St,0,6
2148891,23-Oct-21,California,Ontario,700 block of E Bonnie Brae Ct,1,4
2148633,23-Oct-21,Georgia,Fort Valley,603 Carver Dr,1,7
2148282,22-Oct-21,Illinois,Chicago,7901 S Cottage Grove Ave,0,5
2148946,22-Oct-21,Washington,Renton,16420 SE 128th St,0,4
2148401,22-Oct-21,Maryland,Baltimore,3100 block of W North Ave,0,7
2147114,21-Oct-21,New York,Brooklyn,3008 Glenwood Rd,0,4
2147301,21-Oct-21,Washington,Tacoma,4258 Everett St,4,0
2147042,20-Oct-21,Michigan,Farwell,9539 S Harrison Ave,4,0
2145931,19-Oct-21,Wisconsin,Kenosha,610 40th Pl,3,2
2143277,17-Oct-21,Louisiana,Grambling,403 Main St,1,7
2143113,17-Oct-21,Missouri,Saint Louis,8600 block of Goodfellow Blvd,1,3
2143765,17-Oct-21,Texas,Houston,1900 block of Dolly Wright St,0,7
2143889,17-Oct-21,Colorado,Colorado Springs,1865 N Academy Blvd,0,5
2144160,17-Oct-21,Wisconsin,Racine,Yout St and Carter St,0,6
2143479,17-Oct-21,Arkansas,Pine Bluff,820 S Main St,1,9
2143499,17-Oct-21,Arkansas,Pine Bluff,University Dr and Pullen Ave,1,3
2143605,17-Oct-21,Mississippi,Jackson,3243 Medgar Evers Blvd,3,3
2142402,16-Oct-21,Texas,Killeen,308 S Second St,1,3
2142296,15-Oct-21,Alabama,Mobile,1621 Virginia St,0,5
2142092,14-Oct-21,Minnesota,Minneapolis,814 E Franklin Ave,1,4
2155043,14-Oct-21,Mississippi,Mccomb,1300 14th St,0,6
2139048,12-Oct-21,Florida,Naples,700 block of 99th Ave,1,5
2139674,12-Oct-21,Mississippi,Meridian,2000 block of 17th St,3,1
2139198,11-Oct-21,Georgia,Atlanta,4900 Delano Rd,0,6
2137321,10-Oct-21,South Carolina,Mc Coll (Mccoll),4181 Hwy 15-401,2,3
2137561,10-Oct-21,Iowa,Sioux City,427 Pierce St,0,4
2137198,10-Oct-21,Minnesota,Saint Paul,214 7th St W,1,15
2137179,10-Oct-21,Illinois,Chicago,1565 N Milwaukee Ave,1,4
2137555,10-Oct-21,Delaware,Dover,1500 block of Nathaniel Mitchell Rd,1,4
2136907,9-Oct-21,Louisiana,Livingston,17000 block of LA-444,2,4
2137291,9-Oct-21,Texas,Dallas,3000 block of South Blvd,0,4
2137575,9-Oct-21,New York,Albany,100 block of North Lake Ave,1,6
2137464,9-Oct-21,Colorado,Denver,7300 block of E 22nd Ave,1,3
2136230,8-Oct-21,Maryland,Baltimore,2600 block of Jefferson St,0,4
2136270,8-Oct-21,District of Columbia,Washington,1700 block of Independence Ave SE,1,3
2135536,8-Oct-21,Alabama,Montgomery,1800 block of Cotton Ct,1,3
2135508,7-Oct-21,Wisconsin,Milwaukee,W Cherry St and N 8th St,3,1
2134657,7-Oct-21,Illinois,Chicago,900 block of N Orleans St,0,4
2135498,7-Oct-21,Wisconsin,Milwaukee,2400 block of N 37th St,0,5
2135666,7-Oct-21,Louisiana,New Orleans,S Robertson St and Martin Luther King Jr Blvd,1,4
2134217,6-Oct-21,Maryland,Baltimore,1243 Patterson Park Ave,1,5
2134359,6-Oct-21,Louisiana,New Orleans,603 General Taylor,2,2
2136132,6-Oct-21,Ohio,Cleveland,9200 block of Marshall Ave,0,4
2135659,6-Oct-21,Ohio,Cleveland,Marshall Ave and E 93rd St,0,4
2133962,5-Oct-21,Illinois,Rockford,400 block of S Independence Ave,1,3
2133137,5-Oct-21,Minnesota,Saint Paul,922 Thomas Ave W,0,4
2132656,4-Oct-21,Minnesota,Minneapolis,626 W Broadway Ave,0,4
2131471,3-Oct-21,South Carolina,Bishopville,1113 Sumter Hwy,1,4
2131406,2-Oct-21,Texas,San Antonio,6222 S New Braunfels Ave,1,3
2130634,2-Oct-21,Colorado,Aurora,12230 E Colfax Ave,1,3
2130370,1-Oct-21,District of Columbia,Washington,Forrester St SW and Galveston Pl SW,1,5
2130763,1-Oct-21,Iowa,Cedar Rapids,525 33rd Ave SW,0,6
2128682,29-Sep-21,Illinois,Chicago,800 block of N Milwaukee Ave,0,5
2128023,28-Sep-21,Minnesota,Minneapolis,2700 block of Bloomington Ave,1,3
2127374,28-Sep-21,Illinois,Chicago,6500 block of S Calumet Ave,1,3
2126747,27-Sep-21,New York,New York (Manhattan),3964 10th Ave,0,5
2126450,27-Sep-21,Illinois,Chicago,826 N Ridgeway Ave,1,3
2125790,26-Sep-21,Illinois,Chicago,800 block of S Albany Ave,0,6
2125953,26-Sep-21,California,Oakland,1400 block of 8th Ave,0,4
2126261,26-Sep-21,Washington,Seattle (Des Moines),22855 Pacific Hwy S,3,3
2125613,25-Sep-21,New York,Utica,800 block of Mohawk St,0,4
2125444,25-Sep-21,Tennessee,Athens,Co Rd 60,4,1
2126241,25-Sep-21,Tennessee,Chattanooga,1124 Grove St,2,5
2125227,25-Sep-21,California,Riverside,6000 Block of Mariposa Ave,0,6
2124396,24-Sep-21,South Carolina,Aiken,749 Silver Bluff Rd,4,1
2124887,24-Sep-21,California,Los Angeles,11600 block of Willowbrook Ave,0,4
2123395,23-Sep-21,Tennessee,Collierville,240 New Byhalia Rd,2,14
2123301,23-Sep-21,Pennsylvania,Philadelphia,38th St and Aspen St,0,4
2122565,22-Sep-21,North Carolina,Fayetteville,1100 block of Charlie Dr,2,2
2121381,21-Sep-21,District of Columbia,Washington,2200 block of Alabama Ave SE,0,5
2120940,20-Sep-21,Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5
2121031,20-Sep-21,Missouri,Saint Louis,2000 block of St Charles St,1,3
2119583,19-Sep-21,New York,Rochester,300 block of Driving Park Ave,2,2
2119701,19-Sep-21,Florida,Miami,14900 block of Pierce St,0,4
2119736,19-Sep-21,California,Oakland,300 block of 17th St,1,3
2119745,19-Sep-21,Texas,Dallas,100 block of N Malcolm X Blvd,2,4
2119609,19-Sep-21,Illinois,Chicago,900 block of N Massasoit Ave,0,5
2119950,19-Sep-21,South Carolina,Yemassee,145 Yemassee Hwy,1,7
2119470,18-Sep-21,New York,Bronx,Teller Ave and E 172nd St,1,3
2119101,18-Sep-21,Illinois,Danville,3164 E Main St,2,2
2119478,18-Sep-21,Louisiana,Opelousas,500 block of Sapphire St,0,5
2118451,17-Sep-21,Georgia,Augusta,519 Broad St,0,4
2116343,14-Sep-21,Maryland,Baltimore,1700 block of N Milton Ave,0,4
2116205,14-Sep-21,Ohio,Cleveland,2747 Cedar Ave,0,6
2115522,13-Sep-21,Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5
2115947,12-Sep-21,Minnesota,Saint Paul,7th St W and N Walnut St,4,0
2114626,12-Sep-21,Texas,Temple,900 block of S 24th St,0,4
2122103,12-Sep-21,Illinois,Blue Island,12200 block of S Irving Ave,2,2
2114481,12-Sep-21,Michigan,Detroit,2700 block of Halleck St,2,4
2114510,11-Sep-21,Alabama,Dothan,2000 Reeves St,0,5
2114583,11-Sep-21,New York,Utica,700 block of Noyes St,1,3
2113623,11-Sep-21,Illinois,Chicago,900 block of E 79th St,1,3
2113841,11-Sep-21,Illinois,Chicago,300 block of E Kensington Ave,2,4
2113769,11-Sep-21,New Jersey,Paterson,E 18th St and Fulton Pl,0,4
2112450,10-Sep-21,Florida,Orlando,5526 S Orange Blossom Trl,0,4
2111858,9-Sep-21,Illinois,East Saint Louis,510 Martin Luther King Dr,0,7
2112252,9-Sep-21,Alabama,Montgomery,1800 block of Cotton Court,1,3
2111895,8-Sep-21,Missouri,Saint Louis,4000 block of St Ferdinand Ave,0,4
2110346,7-Sep-21,Delaware,Wilmington,A St and New Castle Ave,0,4
2110077,7-Sep-21,Kansas,Wichita,351 N Mosley St,1,5
2109075,6-Sep-21,Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5
2108892,5-Sep-21,Missouri,Independence,116 W Lexington Ave,0,4
2108560,5-Sep-21,New York,Bronx,4848 White Plains Rd,0,4
2108414,5-Sep-21,Texas,Houston,7518 Imogene St,4,0
2108378,5-Sep-21,Georgia,Athens,E Clayton St and N Jackson St,0,6
2115336,5-Sep-21,Missouri,Wyatt,N/A,0,4
2108302,5-Sep-21,Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,2
2109384,5-Sep-21,Ohio,Cincinnati,6308 Corbly Rd,0,4
2107828,4-Sep-21,Louisiana,Monroe,1600 block of Winnsboro Rd,1,3
2107930,4-Sep-21,District of Columbia,Washington,700 block of Longfellow St NW,3,3
2107916,4-Sep-21,Alabama,Birmingham,9164 Parkway E,2,2
2108406,4-Sep-21,Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4
2107875,4-Sep-21,Pennsylvania,Pittsburgh,7300 block of Hamilton Ave,0,4
2107476,4-Sep-21,Illinois,Chicago,1400 block of S Tripp Ave,0,5
2107621,3-Sep-21,Texas,Austin,9345 US-290,1,3
2107168,3-Sep-21,New York,Syracuse,Nelson St and W Marcellus St,0,4
2107467,3-Sep-21,Louisiana,New Iberia,927 S Lewis St,1,3
2107198,2-Sep-21,New York,Niagara Falls,336 19th St,0,4
2104725,31-Aug-21,North Carolina,Elm City,3500 block of London Church Rd,2,2
2104181,30-Aug-21,Illinois,Normal,2000 block of Lambert Dr,3,3
2103256,29-Aug-21,Tennessee,Nashville,2621 Jefferson St,0,5
2102991,29-Aug-21,Nevada,Las Vegas,1750 S Rainbow Blvd,1,3
2103311,29-Aug-21,Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4
2103132,28-Aug-21,New York,Albany,Sherman St and Henry Johnson Blvd,0,5
2103035,28-Aug-21,California,San Diego,3100 block of Mission Blvd,0,4
2102694,28-Aug-21,Illinois,Chicago,2800 block of W 12th Pl,0,4
2101199,27-Aug-21,California,Los Angeles,8400 block of Fountain Ave,0,4
2101774,27-Aug-21,West Virginia,Huntington,300 block of Oney Ave,2,2
2102082,27-Aug-21,Pennsylvania,Sharon Hill,300 Calcon Hook Rd,1,4
2100578,26-Aug-21,Minnesota,Minneapolis,3006 Lyndale Ave,0,7
2098246,23-Aug-21,Illinois,Chicago,W Wilson Ave and N Sheridan Rd,0,4
2097075,22-Aug-21,Illinois,Chicago,3400 block of W Lake St,1,4
2098321,22-Aug-21,Oregon,Portland,322 NW Everett St,0,5
2097481,22-Aug-21,Illinois,Carbondale,501 W Cherry St,1,3
2097494,22-Aug-21,Colorado,Denver,19th St and Blake St,1,5
2097271,22-Aug-21,Michigan,Grand Rapids,1500 block of Linden Ave SE,1,3
2096687,21-Aug-21,Illinois,Chicago,3500 block of W Walnut St,0,4
2097063,21-Aug-21,Illinois,Chicago,1600 block of E 87th Pl,1,5
2095800,20-Aug-21,Michigan,Flint,2905 Saginaw St,1,3
2095116,19-Aug-21,Illinois,Chicago,300 block of E 47th St,0,4
2095087,19-Aug-21,Pennsylvania,Philadelphia,5100 block of Germantown Ave,1,4
2095394,19-Aug-21,Maryland,Edgewood,1700 block of Crimson Tree Way,1,3
2094421,18-Aug-21,Maryland,Germantown,19575 Scenery Dr,1,3
2094457,18-Aug-21,North Carolina,Durham,Ridgeway Ave and Wabash St,1,3
2094071,18-Aug-21,Ohio,Youngstown,619 Samuel Ave,2,4
2094035,18-Aug-21,California,Los Angeles,W Jefferson Blvd and Culver Blvd,0,4
2093581,17-Aug-21,New York,Brooklyn,422 Mother Gaston Blvd,0,5
2092469,16-Aug-21,New York,Brooklyn,927 DeKalb Ave,0,8
2092227,16-Aug-21,Michigan,Detroit,4421 Central Ave,1,3
2091597,15-Aug-21,Texas,San Antonio,1621 S New Braunfels Ave,3,2
2091489,15-Aug-21,Illinois,Chicago,1300 block of E 75th St,0,4
2091531,14-Aug-21,Indiana,Indianapolis,Wheeler St and E 28th St,1,3
2090949,14-Aug-21,New York,Brooklyn,Lexington Ave and Marcy Ave,0,4
2090971,14-Aug-21,Ohio,Akron,271 Maiden Ln,0,5
2090777,14-Aug-21,Indiana,Indianapolis,Lafayette Rd and W 38th St,1,4
2090924,14-Aug-21,New Jersey,Trenton,875 New Willow St,0,4
2092110,14-Aug-21,Texas,Wichita Falls,2406 Sheppard Access Rd,0,4
2089972,13-Aug-21,Nevada,Las Vegas,2601 E Sunset Rd,1,6
2088659,11-Aug-21,Pennsylvania,Philadelphia,5500 Rising Sun Ave,1,4
2087433,10-Aug-21,Oregon,Portland,NE Milton St,2,4
2089557,10-Aug-21,Mississippi,Clarksdale,N/A,2,2
2086148,9-Aug-21,Massachusetts,Boston,27 Irma St,1,5
2086236,9-Aug-21,Michigan,Flint,3201 Hammerberg Rd,2,4
2085396,8-Aug-21,New York,Brooklyn,101 Wortman Ave,3,2
2085388,8-Aug-21,Illinois,Chicago,1800 block of W 87th St,1,6
2085401,8-Aug-21,Illinois,Chicago,8300 block of S Halsted St,1,4
2085489,8-Aug-21,Texas,Houston,2504 FM 1960 Rd E,1,5
2085438,8-Aug-21,District of Columbia,Washington,3600 block of New York Ave NE,0,4
2085542,8-Aug-21,Louisiana,New Orleans,700 block of Bourbon St,0,5
2085256,7-Aug-21,Alabama,Montgomery,200 block of John Morris Ave,0,4
2085071,7-Aug-21,Illinois,Chicago,211 S Maplewood Ave,0,4
2084884,7-Aug-21,Virginia,Norfolk,700 block of Granby St,0,4
2084889,6-Aug-21,Tennessee,Nashville,1000 block of 43rd Ave North,0,4
2082957,4-Aug-21,Pennsylvania,Philadelphia,3653 Germantown Ave,0,4
2081884,3-Aug-21,Illinois,Urbana,1204 W Church St,1,3
2081131,2-Aug-21,South Carolina,Greenwood,101 Heddy Rd,3,1
2080733,2-Aug-21,South Carolina,Columbia,6908 Two Notch Rd,0,9
2080390,1-Aug-21,Texas,Nacogdoches,1400 block of Dolph St,1,3
2080536,1-Aug-21,Rhode Island,Providence,77 Reservoir Ave,0,5
2079920,1-Aug-21,Louisiana,New Orleans,1600 block of Iberville St,1,3
2079913,1-Aug-21,Louisiana,New Orleans,Bourbon St and Orleans Ave,0,5
2079044,31-Jul-21,Ohio,Columbus,1662 W Mound St,1,5
2078897,31-Jul-21,Illinois,Chicago,1600 block of E Hayes Dr,1,3
2079271,31-Jul-21,Indiana,Indianapolis,1134 W 30th St,0,5
2080006,31-Jul-21,Michigan,Saginaw,2700 block of Lynnwood Ave,2,2
2079516,31-Jul-21,New York,Corona (Queens),97-07 37th Ave,0,10
2081480,31-Jul-21,Ohio,Cleveland,3100 block of W 25th St,0,5
2079533,31-Jul-21,Kentucky,Lexington,414 East 5th St,0,5
2078540,29-Jul-21,Iowa,Davenport,Pacific St and West Locust St,0,4
2077587,29-Jul-21,Pennsylvania,Pittsburgh,239 Gilkeson Rd,3,2
2077018,28-Jul-21,District of Columbia,Washington,3400 block of 22nd St SE,0,4
2077549,28-Jul-21,Alabama,Montgomery,1800 block of Rosa Parks Ave,1,3
2076889,28-Jul-21,South Carolina,Charleston,Hanover St and Johnson St,1,4
2074353,25-Jul-21,Michigan,Detroit,16342 W McNichols Rd,0,6
2074406,25-Jul-21,California,Wasco,1718 1st St,5,1
2073472,25-Jul-21,Illinois,Chicago,4800 block of W Race Ave,0,5
2073597,25-Jul-21,Washington,Seattle,100 block of Occidental Ave S,2,3
2072782,24-Jul-21,Ohio,Columbus,N High St and E 4th Ave,0,4
2072962,24-Jul-21,Texas,Amarillo,1306 NE 3rd Ave,0,6
2072761,24-Jul-21,Georgia,Macon,Cherry St and Martin Luther King Jr Blvd,2,3
2072342,23-Jul-21,South Carolina,Spartanburg,151 Palisade St,2,2
2071982,23-Jul-21,South Carolina,Darlington,505 Oleander Dr,0,4
2072896,23-Jul-21,California,San Rafael,842 4th St,2,4
2071343,22-Jul-21,Texas,Houston,9717 N Houston Rosslyn Rd,1,5
2070329,21-Jul-21,Illinois,Chicago,1400 block of S Ridgeway Ave,0,5
2069490,21-Jul-21,Maryland,Hyattsville (Adelphi),1836 Metzerott Rd,1,4
2070645,21-Jul-21,Illinois,Chicago,1647 N La Salle Dr,0,8
2070310,21-Jul-21,Illinois,Chicago,3300 block of W Douglas Blvd,2,3
2068568,20-Jul-21,Texas,Jacksonville,16241 TX-110,4,0
2067728,19-Jul-21,New Jersey,Perth Amboy,417 Fayette St,0,6
2068061,19-Jul-21,Illinois,Chicago,3308 W Flournoy St,0,4
2066335,18-Jul-21,Ohio,Toledo,5205 Telegraph Rd,1,3
2067135,18-Jul-21,Florida,Gainesville,1634 NE 8th Ave,1,4
2066680,18-Jul-21,North Carolina,Burlington,421 N Church St,0,4
2066905,18-Jul-21,Arizona,Tucson,1575 E 36th St,4,3
2067290,18-Jul-21,Texas,Houston,3421 Antoine Dr,3,2
2066812,18-Jul-21,California,Walnut Creek,SOS Dr and San Luis Rd,1,3
2065252,17-Jul-21,Oregon,Portland,300 block of SW 3rd Ave,1,6
2066189,17-Jul-21,Illinois,Chicago,5006 W Ohio St,0,6
2065634,16-Jul-21,California,Sacramento,L St and Front St,2,4
2064260,16-Jul-21,New Hampshire,Manchester,I 293 and Brown Ave,0,4
2065009,16-Jul-21,Pennsylvania,Philadelphia,2700 block of Ruby Terrace,1,4
2066249,16-Jul-21,South Carolina,Greenville,840 Mauldin Rd,1,3
2064992,16-Jul-21,District of Columbia,Washington,2900 block of MLK Ave SE,1,5
2065118,16-Jul-21,Illinois,Chicago,647 N Lockwood Ave,1,4
2063495,15-Jul-21,Texas,Levelland,1105 10th St,1,5
2065533,15-Jul-21,Massachusetts,Boston,265 Centre St,0,4
2063897,15-Jul-21,Missouri,Lake Ozark,1312 Bagnell Dam Blvd,1,3
2062097,14-Jul-21,Illinois,Chicago,4600 block of W Monroe St,0,5
2062359,14-Jul-21,Illinois,Chicago,1533 W 79th St,0,5
2063394,14-Jul-21,Delaware,Claymont,50 block of Balfour Ave,2,2
2060865,13-Jul-21,Indiana,Indianapolis,4200 block of Arborcrest Dr,0,4
2060949,13-Jul-21,Michigan,Detroit,9855 Chalmers St,1,6
2060293,12-Jul-21,New Jersey,Iselin,515 US-1,0,4
2060706,12-Jul-21,Pennsylvania,Beaver Falls,900 9th St,2,3
2060605,12-Jul-21,New York,Corona (Queens),180th St and 145th Dr,0,4
2059440,11-Jul-21,Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5
2059404,10-Jul-21,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6
2058950,10-Jul-21,Massachusetts,Boston,34 Cameron St,0,4
2058837,10-Jul-21,Ohio,Springfield,405 S Burnett Rd,1,3
2058421,9-Jul-21,California,Los Angeles,7114 W Manchester Ave,0,4
2057427,8-Jul-21,Connecticut,Hartford,Nelson St and Garden St,0,4
2053262,5-Jul-21,Ohio,Toledo,Lawrence Ave and Wall St,1,11
2053500,5-Jul-21,California,Santa Rosa,1500 block of Beachwood Dr,1,3
2055252,5-Jul-21,New York,Buffalo,50 block of Donovan Dr,1,3
2053048,5-Jul-21,Illinois,Chicago,6108 S Wabash Ave,2,4
2052524,4-Jul-21,California,Thermal,Jackson St and Airport Blvd,0,4
2054233,4-Jul-21,Ohio,Cleveland,Kinsman Rd and E 139th St,0,4
2054132,4-Jul-21,Illinois,Peoria,600 block of Haungs Ave,1,3
2053508,4-Jul-21,Nevada,North Las Vegas,1200 block of W Helen Ave,2,7
2053563,4-Jul-21,Illinois,Rantoul,400 block of S Maplewood Dr,0,5
2052689,4-Jul-21,Illinois,Danville,12 S College St,0,4
2053786,4-Jul-21,Missouri,Kansas City,E 43rd St and Indiana Ave,0,4
2053346,4-Jul-21,Texas,Dallas,8200 block of Towns St,3,3
